gene_symbol	geneID	KO12_vs_WT6_dtu_log2fold	KO12_vs_WT6_dtu_gene_padj	dtu_KO12_mean	dtu_WT6_mean	transcript_id	KO12_vs_WT6_exon_gene_padj	KO12_vs_WT6_deg_log2fold	KO12_vs_WT6_deg_pval
Ptdss2	ENSMUSG00000025495	1.7036572950225306	0	1.2954892709798762	0.39772406766658996	ENSMUST00000210026.1	0.00137493233555239	1.0132055593981635	6.806788030010555e-5
Ptdss2	ENSMUSG00000025495	1.139744003565285	0	6.147274501870166	2.789879682999334	ENSMUST00000209928.1	0.00137493233555239	1.0132055593981635	6.806788030010555e-5
Arhgef18	ENSMUSG00000004568	-1.2986877399623322	2.6503674876667263e-15	11.948746937981024	29.39451697537956	ENSMUST00000004684.12	0.0459375259367243	-1.2726580770562332	1.6067299687789307e-6
Arhgef18	ENSMUSG00000004568	-2.6016954727957695	2.6503674876667263e-15	0.9239265978121206	5.60823039157032	ENSMUST00000145360.1	0.0459375259367243	-1.2726580770562332	1.6067299687789307e-6
Ccl25	ENSMUSG00000023235	1.3707469474195815	0.017751884051218136	2.6663878281214677	1.0310681474241887	ENSMUST00000024004.8	0.0492721131184815	1.074990554997877	0.003211929466344133
Col4a1	ENSMUSG00000031502	-2.257589492060059	0.008603407719406084	1.3044661292970607	6.2378505009191505	ENSMUST00000033898.9	0.0392243476012663	-2.340006014268728	1.8116740683706762e-5
Arhgef10	ENSMUSG00000071176	-5.609868145711358	0.003983533517163586	0.034048091548324985	1.6627668501706512	ENSMUST00000110800.8	0.0345766466849572	-1.8204253239864632	2.5049379062307666e-5
Arhgef10	ENSMUSG00000071176	-1.2922885001026372	0.003983533517163586	0.5488832201789167	1.344304200996672	ENSMUST00000162636.1	0.0345766466849572	-1.8204253239864632	2.5049379062307666e-5
Ank1	ENSMUSG00000031543	2.087112366156907	2.6503674876667263e-15	9.642236041508658	2.2693126405618114	ENSMUST00000117296.7	0.00128692764676797	1.469807909190152	1.1079746222991922e-7
Ank1	ENSMUSG00000031543	1.286348150149643	2.6503674876667263e-15	27.544235281285392	11.29279232114795	ENSMUST00000141784.8	0.00128692764676797	1.469807909190152	1.1079746222991922e-7
Ank1	ENSMUSG00000031543	1.438393318018972	2.6503674876667263e-15	1.3789568811438657	0.5088047441503345	ENSMUST00000123418.7	0.00128692764676797	1.469807909190152	1.1079746222991922e-7
Ank1	ENSMUSG00000031543	1.2750522117673126	2.6503674876667263e-15	3.965335128297224	1.6385169394637737	ENSMUST00000084038.10	0.00128692764676797	1.469807909190152	1.1079746222991922e-7
Ank1	ENSMUSG00000031543	2.1004401816418716	2.6503674876667263e-15	8.110361546827372	1.8912316011520482	ENSMUST00000118733.7	0.00128692764676797	1.469807909190152	1.1079746222991922e-7
Ank1	ENSMUSG00000031543	1.158062639899894	2.6503674876667263e-15	2.937285020373711	1.3162382248986764	ENSMUST00000173248.7	0.00128692764676797	1.469807909190152	1.1079746222991922e-7
Fut10	ENSMUSG00000046152	-3.4266289371985383	0.015208183064475283	0.1815029572773134	1.9516493874508907	ENSMUST00000066173.11	0.0331161459910754	-1.559750352128375	4.610856987197537e-5
Fut10	ENSMUSG00000046152	-1.1234871705295493	0.015208183064475283	0.681301247607816	1.4843712095334711	ENSMUST00000161788.7	0.0331161459910754	-1.559750352128375	4.610856987197537e-5
Pde4c	ENSMUSG00000031842	-2.4294416615703236	0.01918437778524146	0.30694239375405724	1.6534523685028795	ENSMUST00000134693.7	0.0181831510470244	-2.1306772311852207	0.001197839869812982
Rnf150	ENSMUSG00000047747	-1.8203716361417717	0.011646936352169112	0.47225367611304897	1.6678685248277776	ENSMUST00000078525.6	0.0240452810902293	-1.705375680789781	3.176416241701548e-5
Ddx39a	ENSMUSG00000005481	1.2105059700571326	0	240.27718628538017	103.8278666531628	ENSMUST00000019576.14	0	1.1679439723706873	5.040215633884947e-8
Ddx39a	ENSMUSG00000005481	1.4495309621524863	0	1.9389199928651464	0.7099170219984369	ENSMUST00000212949.1	0	1.1679439723706873	5.040215633884947e-8
Cacna1a	ENSMUSG00000034656	-1.6646037555517266	0.017755302669587046	0.712631848953854	2.2592323040742834	ENSMUST00000238337.1	0.0131715022306429	-1.8444731538237855	0.002920394776534603
Adgrg1	ENSMUSG00000031785	-1.962769424620877	0	0.9312813465649656	3.630223598095641	ENSMUST00000212581.1	0	-1.2007455268577143	8.768459528799826e-8
Adgrg1	ENSMUSG00000031785	-1.7890311695886127	0	89.56598293510963	309.5245790398327	ENSMUST00000179619.8	0	-1.2007455268577143	8.768459528799826e-8
Adgrg1	ENSMUSG00000031785	-1.1854383921223275	0	0.819913019911972	1.8647486308001349	ENSMUST00000212660.1	0	-1.2007455268577143	8.768459528799826e-8
Adgrg1	ENSMUSG00000031785	-1.3797626309149078	0	15.951449089147285	41.509746477781356	ENSMUST00000212799.1	0	-1.2007455268577143	8.768459528799826e-8
Adgrg1	ENSMUSG00000031785	-1.3369053695753044	0	3.7883038821149606	9.569592102268345	ENSMUST00000212976.1	0	-1.2007455268577143	8.768459528799826e-8
Adgrg1	ENSMUSG00000031785	-1.7899484567225148	0	1.8778735487395433	6.49373438799829	ENSMUST00000211911.1	0	-1.2007455268577143	8.768459528799826e-8
Adgrg3	ENSMUSG00000060470	-1.2039942450524954	0	15.77974186993788	36.35283430621112	ENSMUST00000051259.9	3.7477713992339e-4	-1.2030516187317204	4.739170903901456e-7
Adgrg3	ENSMUSG00000060470	-3.6834053610026745	0	0.1937209239984945	2.4888116539369403	ENSMUST00000212558.1	3.7477713992339e-4	-1.2030516187317204	4.739170903901456e-7
Adgrg3	ENSMUSG00000060470	-1.4509532797535059	0	8.901871517755755	24.33670519434464	ENSMUST00000211994.1	3.7477713992339e-4	-1.2030516187317204	4.739170903901456e-7
Adgrg3	ENSMUSG00000060470	-1.342240084837557	0	5.021093463792236	12.730716074070866	ENSMUST00000211974.1	3.7477713992339e-4	-1.2030516187317204	4.739170903901456e-7
Adgrg3	ENSMUSG00000060470	-1.0261650306459829	0	5.859176552982511	11.932818621451055	ENSMUST00000212570.1	3.7477713992339e-4	-1.2030516187317204	4.739170903901456e-7
Mmp15	ENSMUSG00000031790	-3.9620786829369314	0.008328550152813417	0.09560453213498601	1.4899888183344017	ENSMUST00000212235.1	8.236850531330511e-9	-4.485642761019681	2.3811653137096442e-4
Cfap20	ENSMUSG00000031796	-2.4199285837581943	2.2490740799198356e-14	0.2937316399097946	1.5718888054781275	ENSMUST00000212731.1	0.0055617437914555	-2.6137913704376152	2.4177141151694187e-6
Cfap20	ENSMUSG00000031796	-2.7642461723369434	2.2490740799198356e-14	5.033710610273962	34.1986732260563	ENSMUST00000034249.7	0.0055617437914555	-2.6137913704376152	2.4177141151694187e-6
Cfap20	ENSMUSG00000031796	-3.8151853305580805	2.2490740799198356e-14	0.12512243875900556	1.761247639828818	ENSMUST00000213086.1	0.0055617437914555	-2.6137913704376152	2.4177141151694187e-6
Cfap20	ENSMUSG00000031796	-4.694040518727034	2.2490740799198356e-14	0.05563946938528897	1.4402237773446294	ENSMUST00000212579.1	0.0055617437914555	-2.6137913704376152	2.4177141151694187e-6
Cfap20	ENSMUSG00000031796	-1.9216812111728803	2.2490740799198356e-14	0.743539072454686	2.8170041189075654	ENSMUST00000212684.1	0.0055617437914555	-2.6137913704376152	2.4177141151694187e-6
Carmil2	ENSMUSG00000050357	-1.7560746172169743	0	6.016279127602792	20.32165676075635	ENSMUST00000213019.1	0.016171711390707	-1.434803226556502	9.657739612204812e-7
Carmil2	ENSMUSG00000050357	-1.0484996096466734	0	3.7876536507465017	7.834298096168556	ENSMUST00000062574.7	0.016171711390707	-1.434803226556502	9.657739612204812e-7
Carmil2	ENSMUSG00000050357	-1.7131542100622539	0	0.4712691905945581	1.5451827563704803	ENSMUST00000212643.1	0.016171711390707	-1.434803226556502	9.657739612204812e-7
Slc12a4	ENSMUSG00000017765	1.203315425124304	0.012407664320137618	6.931190358440661	3.0100505513758264	ENSMUST00000116429.8	0.00507482261491759	1.0003915883924943	2.693540191813662e-5
Slc12a4	ENSMUSG00000017765	-1.0239623794508055	0.012407664320137618	0.684645577313941	1.39222426147098	ENSMUST00000141326.1	0.00507482261491759	1.0003915883924943	2.693540191813662e-5
Znrf1	ENSMUSG00000033545	-1.717405452662769	0	4.6435342092664715	15.270005917085836	ENSMUST00000172856.7	5.22781762873958e-13	-1.2686482077811876	5.906244857164802e-6
Znrf1	ENSMUSG00000033545	-1.443610224513514	0	10.665023555497894	29.008935915589596	ENSMUST00000095176.11	5.22781762873958e-13	-1.2686482077811876	5.906244857164802e-6
Znrf1	ENSMUSG00000033545	-1.2810683706303863	0	12.155606829482895	29.540418965662603	ENSMUST00000173506.7	5.22781762873958e-13	-1.2686482077811876	5.906244857164802e-6
Znrf1	ENSMUSG00000033545	-5.0097644924299916	0	0.0625881762466961	2.016423175438611	ENSMUST00000174376.7	5.22781762873958e-13	-1.2686482077811876	5.906244857164802e-6
Znrf1	ENSMUSG00000033545	5.078381220062053	0	1.6224637684622114	0.04802085967879993	ENSMUST00000173922.1	5.22781762873958e-13	-1.2686482077811876	5.906244857164802e-6
Irf8	ENSMUSG00000041515	-1.3045655144957855	0	24.543431145636585	60.62456392385248	ENSMUST00000047737.9	0.0184811925348932	-1.204472602099516	2.7798398441654884e-7
Klhdc4	ENSMUSG00000040263	1.1979075889678725	9.224655671359515e-15	44.454542075518475	19.378047879965894	ENSMUST00000045884.16	0	1.105418113897283	1.0233858512078433e-6
Alkbh8	ENSMUSG00000025899	1.2639459260441663	0.0038943655441758505	1.919657345245468	0.7993520228762326	ENSMUST00000212294.1	9.24917035158586e-5	1.1886915000554428	4.2808844169173176e-7
Alkbh8	ENSMUSG00000025899	1.1581415702665905	0.0038943655441758505	13.112839604274122	5.875724129646295	ENSMUST00000053407.12	9.24917035158586e-5	1.1886915000554428	4.2808844169173176e-7
Alkbh8	ENSMUSG00000025899	1.129687281743143	0.0038943655441758505	9.097207783936456	4.1575583848851885	ENSMUST00000211933.1	9.24917035158586e-5	1.1886915000554428	4.2808844169173176e-7
Sesn3	ENSMUSG00000032009	-1.6889153742469203	0.002727339316773639	1.9922554976642601	6.423315019939171	ENSMUST00000208222.1	0.017240520007746	-1.2232938887798372	9.039377166029403e-4
Dock6	ENSMUSG00000032198	-4.941241765697807	1.4958151043510165e-14	0.05030286169187615	1.5454490066921571	ENSMUST00000217310.1	0.0318254948180502	-1.952459777167326	1.3382252006147793e-5
Esam	ENSMUSG00000001946	-1.683978232646091	0	6.283260852344921	20.188918278695635	ENSMUST00000002011.13	0.00383744514968149	-1.713902079956092	2.1026042545217795e-6
Esam	ENSMUSG00000001946	-4.51658676836927	0	0.05941727122271	1.3600059173051695	ENSMUST00000131832.1	0.00383744514968149	-1.713902079956092	2.1026042545217795e-6
Hmbs	ENSMUSG00000032126	1.5901738767783653	0	172.85369160494216	57.4101423738639	ENSMUST00000097558.4	0	1.4562644841578987	2.223333588471874e-7
Hmbs	ENSMUSG00000032126	1.5981073096793816	0	14.886633804126358	4.917204481926045	ENSMUST00000216658.1	0	1.4562644841578987	2.223333588471874e-7
Hmbs	ENSMUSG00000032126	2.90905433381957	0	2.1301579636794807	0.28359540942233824	ENSMUST00000214012.1	0	1.4562644841578987	2.223333588471874e-7
Hmbs	ENSMUSG00000032126	2.9651691858514546	0	2.748230375972129	0.3519235001372629	ENSMUST00000215934.1	0	1.4562644841578987	2.223333588471874e-7
Hmbs	ENSMUSG00000032126	1.6572503783613222	0	33.71648935393067	10.689570952067104	ENSMUST00000215091.1	0	1.4562644841578987	2.223333588471874e-7
Nxpe2	ENSMUSG00000032028	1.1829190537121335	0	32.53907153058641	14.332139907631777	ENSMUST00000034527.13	9.6143213875162e-4	1.3624602161502795	7.265911480049175e-7
Nxpe2	ENSMUSG00000032028	1.036053376286507	0	10.649298331230504	5.1932335035543575	ENSMUST00000135457.7	9.6143213875162e-4	1.3624602161502795	7.265911480049175e-7
Nxpe2	ENSMUSG00000032028	1.561927826430874	0	20.659857749160864	6.997456383357006	ENSMUST00000149185.7	9.6143213875162e-4	1.3624602161502795	7.265911480049175e-7
Rexo2	ENSMUSG00000032026	1.4824829328363491	1.093042575387882e-13	1.7118885270042772	0.6126376039683445	ENSMUST00000216142.1	4.83485330192707e-5	1.0329036874721913	3.0669323198579666e-7
Rexo2	ENSMUSG00000032026	1.3963063810026797	1.093042575387882e-13	8.864494618275454	3.367626178393273	ENSMUST00000213895.1	4.83485330192707e-5	1.0329036874721913	3.0669323198579666e-7
Rexo2	ENSMUSG00000032026	2.268167993897727	1.093042575387882e-13	2.1264446830196073	0.4414357360288655	ENSMUST00000216470.1	4.83485330192707e-5	1.0329036874721913	3.0669323198579666e-7
Rexo2	ENSMUSG00000032026	1.204215208114096	1.093042575387882e-13	1.6264620976729383	0.7058932812406677	ENSMUST00000214161.1	4.83485330192707e-5	1.0329036874721913	3.0669323198579666e-7
Ppp2r1b	ENSMUSG00000032058	1.2743631344820485	1.229568378874388e-13	89.15293944519775	36.85650398564745	ENSMUST00000114437.8	9.70881933635853e-7	1.3799782565129552	5.257495661861353e-8
Ppp2r1b	ENSMUSG00000032058	2.1248566057892915	1.229568378874388e-13	1.5723164186797938	0.36049095688427535	ENSMUST00000176414.1	9.70881933635853e-7	1.3799782565129552	5.257495661861353e-8
Stoml1	ENSMUSG00000032333	-1.8927073765750875	1.2138359475910977e-7	1.5470604082440333	5.7447213160313435	ENSMUST00000034883.6	0.0235468615116046	-1.0305320912095546	2.0595825816611518e-4
Stoml1	ENSMUSG00000032333	-3.318871670056817	1.2138359475910977e-7	0.13247518638398606	1.3219482786123868	ENSMUST00000215488.1	0.0235468615116046	-1.0305320912095546	2.0595825816611518e-4
Stoml1	ENSMUSG00000032333	-1.111904731184618	1.2138359475910977e-7	0.695774165426402	1.5037823233062086	ENSMUST00000215079.1	0.0235468615116046	-1.0305320912095546	2.0595825816611518e-4
Stoml1	ENSMUSG00000032333	-2.031648094880455	1.2138359475910977e-7	0.40944590134273495	1.6741082833792968	ENSMUST00000217026.1	0.0235468615116046	-1.0305320912095546	2.0595825816611518e-4
Vps13c	ENSMUSG00000035284	1.827159422432687	0	19.88149106304626	5.60298112302764	ENSMUST00000077879.6	4.59636533007647e-6	2.001899108643518	8.854381988880443e-7
Vps13c	ENSMUSG00000035284	2.8148196816652247	0	2.004499726170499	0.2848792679661001	ENSMUST00000213168.1	4.59636533007647e-6	2.001899108643518	8.854381988880443e-7
Ppp2r3a	ENSMUSG00000043154	-1.7660553896677755	0.007575236348114735	0.9151899839944261	3.1127690866073143	ENSMUST00000075941.11	0.0297892119223136	-1.483482796848957	3.722591081619894e-5
Tmie	ENSMUSG00000049555	-1.741235955187067	0.037889781432898256	0.3089815360884641	1.0329915761892523	ENSMUST00000050958.8	0.0208269639280494	-1.270962489274817	0.01012278726661535
Ltf	ENSMUSG00000032496	4.804117130511005	0	5.078732053516484	0.1817908171170622	ENSMUST00000035077.7	0.0318214677686013	5.382681497598456	8.018726153213889e-4
Slc25a38	ENSMUSG00000032519	1.3130341450217549	0	19.120799332261146	7.695615855019071	ENSMUST00000135514.1	0.00120451976820446	1.1704398304173358	5.299182454128121e-7
Slc25a38	ENSMUSG00000032519	1.840987078070565	0	13.120657413405745	3.6623788209939536	ENSMUST00000154969.1	0.00120451976820446	1.1704398304173358	5.299182454128121e-7
Abhd5	ENSMUSG00000032540	1.7043497155413767	0.006000908196516534	7.863068268787517	2.4128574166541212	ENSMUST00000035128.10	0.00478264343215097	1.1825000873672304	1.5914624067906412e-5
Esr1	ENSMUSG00000019768	-3.1017661570834614	2.5503972492545384e-7	0.4710119795744271	4.043492163851617	ENSMUST00000105590.7	1.318065705225e-4	-2.3141277551923554	3.1824024580968e-6
Smpd2	ENSMUSG00000019822	-1.4187879233399512	0.0037556238408252506	3.1440453806334494	8.405944695419755	ENSMUST00000019965.12	0.0310703497514941	-1.1727947394448703	2.2286248342326626e-4
Smpd2	ENSMUSG00000019822	-1.2390207674807867	0.0037556238408252506	0.4604243216738811	1.0867775869396223	ENSMUST00000122997.1	0.0310703497514941	-1.1727947394448703	2.2286248342326626e-4
Micu1	ENSMUSG00000020111	-1.3964936608344396	5.041153205781992e-15	8.313268352983663	21.885591082138696	ENSMUST00000165563.7	0	-1.2342295681279394	5.773260275399187e-6
Zfp365	ENSMUSG00000037855	6.461058303375344	0.007142974665173038	2.199578369020397	0.02496704172526006	ENSMUST00000064656.7	0.0206411341373669	4.62060073845918	2.36918197390661e-5
Bcr	ENSMUSG00000009681	-1.5288748305744684	0.0013482053857087402	4.591180967124	13.248343960831699	ENSMUST00000164107.2	0.00695688077325812	-1.1706402327993635	3.775346188155059e-5
Plppr3	ENSMUSG00000035835	-1.1992605854170715	2.6503674876667263e-15	8.115311115203333	18.634535977999356	ENSMUST00000113452.8	1.43956169508466e-5	-1.719241033937207	1.4631992602541742e-7
Plppr3	ENSMUSG00000035835	-10.9271573243517	2.6503674876667263e-15	0.004949580188406098	9.637635269032085	ENSMUST00000166057.7	1.43956169508466e-5	-1.719241033937207	1.4631992602541742e-7
Plppr3	ENSMUSG00000035835	-2.5475617882808166	2.6503674876667263e-15	3.5349558075278127	20.666955430293687	ENSMUST00000092325.10	1.43956169508466e-5	-1.719241033937207	1.4631992602541742e-7
Plppr3	ENSMUSG00000035835	-2.082551723695473	2.6503674876667263e-15	1.8608591272214765	7.881775006133317	ENSMUST00000165601.7	1.43956169508466e-5	-1.719241033937207	1.4631992602541742e-7
Plppr3	ENSMUSG00000035835	-5.65454904737851	2.6503674876667263e-15	0.023848160684520222	1.2012786663214077	ENSMUST00000163111.1	1.43956169508466e-5	-1.719241033937207	1.4631992602541742e-7
Tle2	ENSMUSG00000034771	-4.79438769625752	2.6503674876667263e-15	0.04101813730108624	1.1382310847649448	ENSMUST00000135211.7	0.0380364885661328	-2.9493788294307075	8.494958384251599e-5
Tle2	ENSMUSG00000034771	-2.428501441621842	2.6503674876667263e-15	0.21361502166676327	1.1499622077767464	ENSMUST00000146916.7	0.0380364885661328	-2.9493788294307075	8.494958384251599e-5
Tle2	ENSMUSG00000034771	-5.783044018452854	2.6503674876667263e-15	0.027616120542479243	1.5206609217671057	ENSMUST00000145878.1	0.0380364885661328	-2.9493788294307075	8.494958384251599e-5
Tle2	ENSMUSG00000034771	-2.4258659191937406	2.6503674876667263e-15	0.28142917849260096	1.5122637087192032	ENSMUST00000139135.1	0.0380364885661328	-2.9493788294307075	8.494958384251599e-5
Tle2	ENSMUSG00000034771	-2.220560159049069	2.6503674876667263e-15	0.3129465819003875	1.4585637893607197	ENSMUST00000153812.1	0.0380364885661328	-2.9493788294307075	8.494958384251599e-5
Appl2	ENSMUSG00000020263	-1.910820679293373	9.224655671359515e-15	2.6191476859708858	9.848596133983182	ENSMUST00000020500.13	0.0101658034407553	-2.0252291025717173	3.919713680614021e-6
Appl2	ENSMUSG00000020263	-6.218499182317789	9.224655671359515e-15	0.02667941498461701	1.9866944759040897	ENSMUST00000176675.7	0.0101658034407553	-2.0252291025717173	3.919713680614021e-6
Appl2	ENSMUSG00000020263	-3.225932955394645	9.224655671359515e-15	0.1822051051275401	1.7047595212268083	ENSMUST00000130285.8	0.0101658034407553	-2.0252291025717173	3.919713680614021e-6
Appl2	ENSMUSG00000020263	-2.279870920630426	9.224655671359515e-15	0.8541131395615691	4.147868088488277	ENSMUST00000147582.7	0.0101658034407553	-2.0252291025717173	3.919713680614021e-6
Lyz2	ENSMUSG00000069516	-1.4487058507473916	3.5056995510933838e-12	41.00378344024006	111.92519175637872	ENSMUST00000092163.8	2.18019263945217e-6	-1.3535645533031193	3.3924047928176546e-7
Pik3ip1	ENSMUSG00000034614	-2.0791029450266074	3.736343091694067e-14	8.745152719105437	36.952153100585974	ENSMUST00000045153.10	0.00406465184401819	-1.9102424384602372	2.3389046877198637e-7
Pik3ip1	ENSMUSG00000034614	-1.6381534971555003	3.736343091694067e-14	0.3830606100323779	1.1923419833667899	ENSMUST00000153733.1	0.00406465184401819	-1.9102424384602372	2.3389046877198637e-7
Pik3ip1	ENSMUSG00000034614	-1.818331748732839	3.736343091694067e-14	0.569730611675973	2.009286901987201	ENSMUST00000138907.7	0.00406465184401819	-1.9102424384602372	2.3389046877198637e-7
Emid1	ENSMUSG00000034164	-1.528451927036032	4.576684574642371e-7	3.745599563727142	10.805160511260837	ENSMUST00000062821.12	0.0231301931139714	-1.317385843178854	1.7138230303598665e-5
Kremen1	ENSMUSG00000020393	-1.492232253261991	0.00828941555925044	1.5568751070297084	4.379862165678274	ENSMUST00000020662.14	4.82078164648307e-5	-1.3898614042022737	1.6759675309171383e-5
Sptbn1	ENSMUSG00000020315	-1.263047108466212	1.4958151043510165e-14	11.586829099181221	27.808634686252574	ENSMUST00000011877.12	0.0282211994662361	-1.1551308078733777	1.1706659656221174e-7
Sptbn1	ENSMUSG00000020315	-1.330118108134244	1.4958151043510165e-14	0.6517802633600354	1.6387271676576596	ENSMUST00000133466.1	0.0282211994662361	-1.1551308078733777	1.1706659656221174e-7
Sptbn1	ENSMUSG00000020315	-1.3669295765968301	1.4958151043510165e-14	1.5543438650571089	4.0089801684660635	ENSMUST00000102838.9	0.0282211994662361	-1.1551308078733777	1.1706659656221174e-7
Cpeb4	ENSMUSG00000020300	1.3672525312883537	0.016748364847397706	3.7539592101631354	1.4551425018297028	ENSMUST00000155278.1	0.0171790861599021	1.2305495853011728	2.8444635685294965e-5
Ccng1	ENSMUSG00000020326	1.9518934845653517	0	123.23028011559374	31.852164391286607	ENSMUST00000020576.7	7.40332470691262e-8	2.0608619622340463	9.115377504998873e-9
Ccng1	ENSMUSG00000020326	3.645898472473948	0	1.3117340006580684	0.10479027363408011	ENSMUST00000151359.1	7.40332470691262e-8	2.0608619622340463	9.115377504998873e-9
Myh10	ENSMUSG00000020900	1.0300006125819816	1.3113202831286449e-14	3.4415742730528764	1.6853731337149291	ENSMUST00000139059.1	0.0329917958910409	1.0873093394010924	1.7082412909999548e-7
Dlg4	ENSMUSG00000020886	-1.2528177407867669	6.954610678224561e-10	0.9291780848183289	2.2142909102201465	ENSMUST00000123687.2	0.0471333997701602	-1.6279180500849577	6.2232849515516e-6
Dlg4	ENSMUSG00000020886	-1.6825470649442613	6.954610678224561e-10	1.9797284978257688	6.354812927938005	ENSMUST00000108588.8	0.0471333997701602	-1.6279180500849577	6.2232849515516e-6
Dlg4	ENSMUSG00000020886	-2.287522162057876	6.954610678224561e-10	0.24890289724319176	1.2151859466731878	ENSMUST00000231221.1	0.0471333997701602	-1.6279180500849577	6.2232849515516e-6
Slc16a11	ENSMUSG00000040938	-1.4296455138234794	0.007950910385366616	1.2293851736414847	3.3117241423208394	ENSMUST00000094055.9	0.0130488457721712	-1.1754059477664476	3.9138097083006357e-4
Slc16a11	ENSMUSG00000040938	-2.9916998446705323	0.007950910385366616	0.14693112947123071	1.1687058241988297	ENSMUST00000136328.1	0.0130488457721712	-1.1754059477664476	3.9138097083006357e-4
Slc16a11	ENSMUSG00000040938	-1.5383981123598407	0.007950910385366616	1.1876860307532149	3.4498930007760866	ENSMUST00000131468.1	0.0130488457721712	-1.1754059477664476	3.9138097083006357e-4
Slc16a11	ENSMUSG00000040938	-1.5710527928288212	0.007950910385366616	0.4805697729445694	1.4278759091516	ENSMUST00000149880.1	0.0130488457721712	-1.1754059477664476	3.9138097083006357e-4
Pld2	ENSMUSG00000020828	-1.8312145905248023	0.01053731741092573	0.5980330041158688	2.128019839900076	ENSMUST00000018429.11	0.0020339771492308	-1.3200818822384237	0.005235041676750002
Nlrp1a	ENSMUSG00000069830	-1.4025118223308044	0.03809003461907485	0.742043944837055	1.96167814359931	ENSMUST00000108518.2	0.00242425687183922	-1.2835591350369842	0.0010750304067176798
Spns2	ENSMUSG00000040447	-1.167165835117482	0	36.59429316171001	82.17983959372917	ENSMUST00000045303.9	6.90990080927713e-5	-1.115632492647988	6.550599288212662e-7
Spns2	ENSMUSG00000040447	-1.7365857494369137	0	1.814013886269274	6.045121135000389	ENSMUST00000129274.7	6.90990080927713e-5	-1.115632492647988	6.550599288212662e-7
Spns2	ENSMUSG00000040447	-2.7800879064073984	0	0.9910414049223155	6.807405947516543	ENSMUST00000150491.1	6.90990080927713e-5	-1.115632492647988	6.550599288212662e-7
Aspa	ENSMUSG00000020774	-1.6453777883747929	0.017481143900019494	0.4158850209463291	1.3010121339078498	ENSMUST00000021119.8	0.00468076618061892	-1.7567994148982033	0.0026720413574699993
Abr	ENSMUSG00000017631	-1.440813522814435	5.136192440360152e-8	0.59429672380360965	1.6133605176939976	ENSMUST00000238684.1	0.00397635791421349	-1.3375482108240266	9.01227000806326e-7
Abr	ENSMUSG00000017631	-3.7962386005869106	5.136192440360152e-8	0.3507309252329177	4.872543784733908	ENSMUST00000065028.13	0.00397635791421349	-1.3375482108240266	9.01227000806326e-7
Abr	ENSMUSG00000017631	-1.5988151807550133	5.136192440360152e-8	1.3064091584715074	3.957040937308006	ENSMUST00000108408.8	0.00397635791421349	-1.3375482108240266	9.01227000806326e-7
Ppm1e	ENSMUSG00000046442	1.4295828523897272	0.017748442089328006	2.3708489342452204	0.8801497351554578	ENSMUST00000055438.4	0.0041802872131914	1.7108740760832242	8.301051884420379e-5
Tspoap1	ENSMUSG00000034156	1.1937731323527419	0.03769353712522976	1.7540252046484088	0.7667862364851324	ENSMUST00000153578.7	0.0014127006783181	1.1159435145311263	0.004572516470667209
Stxbp4	ENSMUSG00000020546	-1.740527955369667	1.3506979996517709e-4	2.674034437838125	8.935484770034297	ENSMUST00000143203.7	0	-1.2126908509330603	4.363054605636876e-6
Stat3	ENSMUSG00000004040	-1.3128622605823912	8.883263360908487e-14	17.635750081998257	43.81318812830487	ENSMUST00000127638.7	5.22970045119688e-6	-1.1261922752564972	3.0669323198579666e-7
Slc4a1	ENSMUSG00000006574	2.1490800714715625	9.739999563614237e-14	35.923459881668066	8.099171466255362	ENSMUST00000006749.9	0.00756270795019096	2.2486471665562444	3.5186536407972195e-8
Arhgap27	ENSMUSG00000034255	-1.718528040387723	2.4475387737109884e-5	0.8184627313850772	2.6935646090584404	ENSMUST00000107024.7	0.0468598836090885	-1.2018311224170297	2.2342326335251243e-6
Arhgap27	ENSMUSG00000034255	-2.1386187072273866	2.4475387737109884e-5	0.422434732720742	1.8601501389294142	ENSMUST00000116102.8	0.0468598836090885	-1.2018311224170297	2.2342326335251243e-6
Arhgap27	ENSMUSG00000034255	-1.153616264603382	2.4475387737109884e-5	5.654773942073032	12.580223219967376	ENSMUST00000041385.13	0.0468598836090885	-1.2018311224170297	2.2342326335251243e-6
Sphk1	ENSMUSG00000061878	1.0819537534304102	9.739999563614237e-14	6.092068012975647	2.8778238635265874	ENSMUST00000134834.7	0.0189113047288537	1.1997653754130555	2.50031582519647e-7
Sphk1	ENSMUSG00000061878	1.808709124863827	9.739999563614237e-14	6.669603605422733	1.9038131543557364	ENSMUST00000155102.7	0.0189113047288537	1.1997653754130555	2.50031582519647e-7
Sphk1	ENSMUSG00000061878	1.1686250604242931	9.739999563614237e-14	11.94981092672783	5.3158147385306105	ENSMUST00000063446.12	0.0189113047288537	1.1997653754130555	2.50031582519647e-7
Sphk1	ENSMUSG00000061878	1.2805452272155724	9.739999563614237e-14	1.3771587061395587	0.5668934874541486	ENSMUST00000063396.9	0.0189113047288537	1.1997653754130555	2.50031582519647e-7
Sphk1	ENSMUSG00000061878	1.3069841657811816	9.739999563614237e-14	16.061864667268285	6.491641449498921	ENSMUST00000154034.7	0.0189113047288537	1.1997653754130555	2.50031582519647e-7
